materialnummer;bezeichnung
23111;Fünfeckband hellblau+Goldstreifen+Nadel
23112;Plastiktasche 120x72  1Schmalseite offen
23113;Prägestempel Anlassmedaillen verbraucht
23118;Handschuhe Camatril l 733 Größe 8
23119;Ronde Au999,9 D64,70 385,00g GEB
23120;Stahl K110 70,4x10,4x1000mm
23121;Ronde Au916,7 D22,29 7,98g KP
23122;Ronde Au916,7 D38,35 79,88g KP
23123;Ronde Ag999 D25,10 6,20g ROH
23124;Doserl D25,95mm IH1,9 OT+UT+Ring für D21
23125;Ronde Au916,7 D22,50 7,98g ROH
23126;Ronde Au916,7 D38,50 79,88g ROH
23127;Ronde Au999,9 D64,90 385,00g ROH
23128;Prägest. Latvija PAKAVSAKTA D21mm AV
23129;Prägest. Latvija PAKAVSAKTA D21mm RV
23132;Ronde Au999,9 D32,70 30g KP
23133;Ronde Au999,9 D32,85 30,0g ROH
23134;Ronde Ag925 D36,85 31,10g KP
23136;KALK Ronde FREI zum Ändern
23137;KALK Medaille Prinz Augusto Ms90 40mm
23138;Ronde Ag925 D37,03 31,10g ROH
23148;Ronde Ag999 D62,84 162,83g UGST
23149;Ronde Ag999 D16,86 3,52g UGST
23150;TN-324K Toner black für C368 und C258
23151;TN-324Y Toner yellow für C368 und C258
23152;TN-324M Toner magenta für C368 und C258
23153;TN-324C Toner cyan für C368 und C258
23154;Waste Toner Box für C368
23155;Fotoleitertrommel black DR-313K für C368
23156;Fotoleitertrommel Y/M/C DR-313 für C368
23157;SK-602 Staples (Klammer)3x5.000 für C368
23158;BMJ Tapferkeitsabzeichen D60 m. Band
23160;Lux. 5€ AgNb ice-red C. Koerich D34 16,6
23162;Prägest. 5€ Ag/Nb Lux.Château de Koerich
23163;Sammelüberw. Umlaufunfähige € 2016-17
23165;IMM/R14/Dukat Rudolf II 1592 Au585/415
23167;IMM/R14/Dpplduk. Josef II 1772 Au585/415
23168;IMM/R14/20 Duk Ferd. II 1636 Au585/415
23169;IMM/R14/Sovr Leopold II 1791 Au585/415
23170;Ronde Au999,9 D13,74 1,56g KP
23171;Ronde Au999,9 D17,45 3,11g KP
23172;Ronde Au999,9 D21,70 7,776g KP
23173;Ronde Au999,9 D26,65 10g KP
23180;Präg. Schmuck LIEBE Au585/260 D16 2,4g
23181;Präg. Schmuck SONNE Au585/260 D16 2,4g
23182;Präg. Schmuck GEBURT Au585/260 D16 2,4g
23183;Präg. Schmuck KREUZ Au585/260 D16 2,4g
23184;Präg. Schmuck GLÜCK Au585/260 D16 2,4g
23185;Präg. Schmuck ERFOLG Au585/260 D16 2,4g
23190;Präg. Schmuck LIEBE Ag925 D16 1,7g
23191;Präg. Schmuck SONNE Ag925 D16 1,7g
23192;Präg. Schmuck GEBURT Ag925 D16 1,7g
23193;Präg. Schmuck KREUZ Ag925 D16 1,7g
23194;Präg. Schmuck GLÜCK Ag925 D16 1,7g
23195;Präg. Schmuck ERFOLG Ag925 D16 1,7g
23200;Präg. Schmuck LIEBE Au585/260 D13 1,5g
23201;Präg. Schmuck SONNE Au585/260 D13 1,5g
23202;Präg. Schmuck GEBURT Au585/260 D13 1,5g
23203;Präg. Schmuck KREUZ Au585/260 D13 1,5g
23204;Präg. Schmuck GLÜCK Au585/260 D13 1,5g
23205;Präg. Schmuck ERFOLG Au585/260 D13 1,5g
23210;Präg. Schmuck LIEBE Ag925 D13 1,1g
23211;Präg. Schmuck SONNE Ag925 D13 1,1g
23212;Präg. Schmuck GEBURT Ag925 D13 1,1g
23213;Präg. Schmuck KREUZ Ag925 D13 1,1g
23214;Präg. Schmuck GLÜCK Ag925 D13 1,1g
23215;Präg. Schmuck ERFOLG Ag925 D13 1,1g
23220;Präg. Schmuck LIEBE Ag925 D35 15g
23221;Präg. Schmuck SONNE Ag925 D35 15g
23228;Ronde Au999,9 D27,65 15,55g KP
23238;Ronde Au999,9 D32,65 23,33g KP
23239;Ronde Au999,9 D13,85 1,56g ROH
23240;Ronde Au999,9 D17,65 3,11g ROH
23241;Ronde Au999,9 D21,85 7,776g ROH
23242;Ronde Au999,9 D26,80 10g ROH
23243;1 Unze Silber Kücken auf Ostereiern 18
23244;"1 Unze Silber Weihnachtsedition ""D"" 2018"
23245;Klebefolder Silber Unze Ostern 2018
23246;Ronde Ag999 D31,92 14,73g SLG
23247;Ronde Ag925 D34,90 15g ROH
23248;Ronde Ag925 D34,80 15g GST GEW
23250;Anhänger LIEBE Au585 D16
23251;Anhänger SONNE Au585 D16
23252;Anhänger GEBURT Au585 D16
23253;Anhänger KREUZ Au585 D16
23254;Anhänger GLÜCK Au585 D16
23255;Anhänger ERFOLG Au585 D16
23260;Charmanhänger LIEBE Ag925 D16
23261;Charmanhänger SONNE Ag925 D16
23262;Charmanhänger GEBURT Ag925 D16
23263;Charmanhänger KREUZ Ag925 D16
23264;Charmanhänger GLÜCK Ag925 D16
23265;Charmanhänger ERFOLG Ag925 D16
23270;Armkette LIEBE Au585 D13
23271;Armkette SONNE Au585 D13
23272;Armkette GEBURT Au585 D13
23273;Armkette KREUZ Au585 D13
23274;Armkette GLÜCK Au585 D13
23275;Armkette ERFOLG Au585 D13
23280;Charmarmkette + Anhänger LIEBE Ag925 D13
23281;Charmarmkette + Anhänger SONNE Ag925 D13
23290;Collieranhänger LIEBE Ag925 D35
23291;Collieranhänger SONNE Ag925 D35
23309;Ronde Au999,9 D12,76 1,245g GEW
23310;Ronde Ag999 D49,75 31,11g SLG
23311;Ronde Ag999 Kleeblatt 63,00g SLG
23313;Ronde Ag999 D32,0 14,73g ROH
23314;Schmuck Halskette Tauerng. Ag925  L42/45
23315;Ronde Ag999 D40,50 31,20g KP
23316;Ronde Ag999 D40,67 31,20g ROH
23317;"Honig ""Flüssiges Gold"" 50g"
23321;"Booklet für Schmuck ""WACHGEKÜSST"""
23322;KALK Prägering GEKERBT PSS Stahl
23323;KALK Einfachschnitt ERODIERT
23324;Etui Ohrringe weiß/gold 60x60 VERP
23325;HALSKETTE Au585
23326;Ohrhänger LIEBE Au585 D16
23327;Ohrhänger SONNE Au585 D16
23328;Ohrhänger LIEBE Ag925 D16
23329;Ohrhänger SONNE Silber Ag925 D16
23330;Silbernes Collier Herzen/Zirkonia
23331;Silbernes Collier Kreise/Zirkonia
23332;HALSKETTE Ag925
23333;Ronde Au917/Ag40 D15,75 1,75g KP
23334;Kunststoffklischee 3€ Hai
23335;Keramikklischee 3€ Hai
23337;Etui  BMI Anerkennung D37,5+Dreieckband
23338;Dreieckband WEISS/BLAU/rot-weiß-rot Br45
23339;PIN (Anstecknadel) 9 Bundesländer 10x12
23340;BMI/Anerkennungszeichen MS90verg. DM37,5
23341;Ronde Br MS90 D37,30 20g GST GEW
23342;Ronde Ag925 D32,80 15,50g KP
23343;Ronde Ag925 D33,10 15,50g ROH
23348;Ronde Ag999 D41,85 31,107g KP VERG
23352;Konto Platin TVK 1000,0‰ fein
23353;Ronde Au999,9 D35,60 40,80g SLG
23355;Ronde Ag999 Triangle 10,00g SLG
23356;Ronde Ag999 D15,10 4,00g SLG
23357;Ronde Ag999 D41,85 31,107g GEW
23358;Ronde Ag999 D42,05 31,107g ROH
23359;Ronde Au999,9 D35,80 40,80g ROH
23361;Ronde Ag999 D15,20 4,00g ROH
23362;Ronde Au986,1 D15,65 1,75g GEW
23363;Ronde Au986,1 D15,75 1,75g ROH
23364;Ronde Cu999 D39,47 27,61g GST
23365;Ring Cu999 D39,47/27,00 14,48g GST
23366;Ronde Ag999 D33,80 15g GST GGL
23367;Ronde Cu999 D39,67 27,61g ROH
23368;Ronde Au986,1 D15,65 1,75g GST GGL
23369;Ronde Au917/Ag40 D16,0 1,75g ROH
23370;Ronde Au999,9 D21,70 5,00g KP
23371;Ronde Au999,9 D21,85 5,00g ROH
23372;Set Osterhase Geschenkbox 18 (5€Ag+Hase)
23373;Kartonbox 140x422x80 +Ü.Verp. für 23372
23374;Ronde Au916,7 UK 50p 15,50g GEW
23375;Ronde Ag925 UK 50p 8,0g GEW
23376;Ronde Au916,7 D22,29 19,619g KP
23377;Ronde Ag925 D22,29 9,50g KP
23388;Medaille Nationalraten Au999,9 D37 1Oz
23389;KALK Coininvest Ag999 D55 75g PP
23390;KALK Ronde AG999 75g DM 54,80mm KP
23392;Ronde Au999,9 D29,90 10,0g GEW
23393;Ronde Au999,9 D21,80 5,65g GST
23394;KALK S&K Stempel gravieren
23395;KALK Coininvest Au986 D42 51g PP
23396;KALK Ronde AU986 51g DM 41,80mm KP
23400;Ronde Au999,9 D21,95 5,65g ROH
23401;Ronde Au990/Cu D25,86 20,01g SLG
23402;Coil Au990/Cu  60x10mm - 2
23403;Rücklauf Au990/Cu
23405;Ronde Au916,7 UK 50p 15,50g ROH
23406;Ronde Ag925 UK 50p 8,0g ROH
23407;Ronde Au916,7 D22,29 19,619g ROH
23408;Ronde Ag925 D22,29 9,50g ROH
23409;Ronde Au990/CU D26,10 20,01g ROH
23411;NHM/F.v.Hochstetter-Med.Ag925 D80 2017
23420;TNP-49K Toner black für C3351
23421;TNP-49Y Toner yellow für C3351
23422;TNP-49M Toner magenta für C3351
23423;TNP-49C Toner cyan für C3351
23424;IUP24K IU black für C3351
23425;IUP24Y IU yellow für C3351
23426;IUP24M IU magenta für C3351
23427;IUP24C IU cyan für C3351
23428;ALT!!WB-P05 Waste toner bottle für C3351
23429;Ronde Au990/CU D25,86 20,01g Klassiert
23432;"KALK Art Mint ""AF""Ag999 D50 3 Oz 93,3g"
23433;KALK Ronde Ag999 3Oz 93,3g D49,xx KP
23434;KALK Ronde Ag999 3Oz 93,3g D49,xx ROH
23435;"Booklet zu ""Osterhase-Box 23372"" 18"
23436;Powolny Hase von Augarten
23437;Ronde Au916,7 D38,35 39,94g KP
23438;Ronde Ag999 D19,85 4,0g VERG GEW
23439;RBI 20 Years Rep. Vietnam Ms90 D40
23441;Ronde Ag999 Kleeblatt 63,00g ROH
23443;Ronde Ag999 D62,84 162,27g GST
23444;Ronde Au916,7 D38,50 39,94g ROH
23445;Ronde Ag999 D49,90 31,11g ROH
23448;Ronde Ag925 26,90mm 9,1g SLG
23449;Prägest. 1 Unze Au 100 EUR AV19
23450;Prägest. 1/2 Unze Au 50 EUR AV19
23451;Prägest. 1/4 Unze Au 25 EUR AV19
23452;Prägest. 1/10 Unze Au 10 EUR AV19
23453;Prägest. 1/25 Unze Au  4 EUR AV19
23454;Prägest. 1 Unze Ag 1,50 EUR AV19
23455;Prägest. 1 Unze PLATIN 100 EUR AV19
23456;Prägest. 1/25 Unze PLATIN 4 EUR AV19
23465;Ronde Ag999 D20,00 4,0g ROH
23466;Ronde Ag925 D27,10 9,10g ROH
23468;"2 EURO NP 2018 ""100J Rep.Ö""Rolle a 25 St"
23469;Oberndorfer Europataler MS90 DM 23,00 4g
23470;Ronde Br MS90 D29,80 13,xxg GST GGL
23472;Ronde Br MS90 D23,00 13,xxg  ROH
23473;Oberndorfer Europataler MS90 DM30 13,5g
23487;Etui 80x80 Leder Imitation DM 40 ROT
23489;Hans Hass Medaille Ms90 D75 ca.170g
23491;Ronde Au999,9 D21,80 7,78g GST
23492;Ronde Au999,9 D21,65 7,78g GST GBZ
23498;C.A.R. Gerüst Silbermedaille D40 20g
23502;125 J. Glatz/Silbermedaille D40 20g PL
23503;Med. 100J Hertz Ag999 D40 20g
23507;Etui 90x90 Samt DM40,00 mm rot
23509;Etui 80x80 Kunstleder DM44,38mm blau
23510;Etui 80x80 Kunstleder DM44,38 mm schwarz
23511;S.Marino 10€ P.Cultur.Ag925 D34 22,4g 18
23512;S.Marino 5€ Canaletto Ag925 D32 18g 18
23513;San Marino 5€ CuNi D27,5
23514;Ronde Au990/Cu D25,86 20,01g GEW
23515;Ronde Au990/CU D25,86 20,01g GST
23516;Bleche Au916,6/Ag50/Cu
23517;Ring Ag999 D29,85/17,60 6,04g KP
23518;Ronde Au999,9 D17,55 6,22g KP
23519;Ronde Au999,9 D17,65 6,22g ROH
23528;Handschuhe KCL 995 K-MEX Größe 8
23529;Handschuhe KCL 995 K-MEX Größe 9
23530;Handschuhe KCL 995 K-MEX Größe 10
23538;Ronde Au999,9 D19,85 3,0 ROH klass.
23549;ALT!!! Etiketten ohne Barcode
23550;Barcodeetiketten für ER
23551;Barcodeetiketten für Lieferscheine
23552;Barcodeetiketten mit Nullerbarcodes
23553;Ronde Au917/Ag40/Cu D13,18 1,99g SLG
23554;Ronde Au917/Ag40/Cu D18,78 3,99g SLG
23555;Ronde Au917/Ag40/Cu D21,53 7,98g SLG
23556;Ronde Au917/Ag40/Cu D27,83 15,97g SLG
23557;Ronde Au917/Ag40/Cu D35,28 39,94g SLG
23558;Ronde Au999,9 D21,65 7,78g GST
23559;Ronde Au999,9 D32,40 31,103g GST
23560;Ronde Au999,9 D16,25 3,112g KP
23561;Ronde Au999,9 D26,65 15,559g KP
23562;Ansteckpin Bundesländerwappen Burgenland
23563;Ansteckpin Bundesländerwappen Wien
23564;Ansteckpin Bundesländerwappen Niederöst.
23565;Ansteckpin Bundesländerwappen Oberöst.
23566;Ansteckpin Bundesländerwappen Kärnten
23567;Ansteckpin Bundesländerwappen Salzburg
23568;Ansteckpin Bundesländerwappen Tirol
23569;Ansteckpin Bundesländerwappen Vorarlberg
23570;Ansteckpin Bundesländerwappen Steiermark
23578;Ronde Au999,9 D16,50 3,112g ROH
23579;Ronde Au999,9 D26,87 15,559g ROH
23580;TN-P51K Toner black für C3110
23581;TN-P51C Toner cyan für C3110
23582;TN-P51Y Toner yellow für C3110
23583;TN-P51M Toner magenta für C3110
23584;ALT!!!!IU-P23K Imaging Unit black C3110
23585;ALT!!!!IU-P23C Imaging Unit cyan C3110
23586;ALT!!!!IU-P23Y Imaging Unit yellow C3110
23587;ALT!!!IU-P23M Imaging Unit magenta C3110
23588;Waste WB-P03 Resttonerbehälter für C3110
23589;Ronde Au917/Ag40 D13,18 1,99g ROH
23590;Ronde Au917/Ag40 D18,95 3,99g ROH
23591;Ronde Au917/Ag40 D21,75 7,98g ROH
23592;Ronde Au917/Ag40 D28,10 15,97g ROH
23593;Ronde Au917/Ag40 D35,65 39,94g ROH
23594;Europ.Soc.Radiology Pin AG925 DM20 5g
23596;KALK Medaille HOLOGRAMM Au
23597;KALK Medaille HOLOGRAMM Pt
23598;KALK Medaille HOLOGRAMM Ag
23599;KALK Medaille HOLOGRAMM Verpackung
23600;1 Unze Au Bullion Wr. Philharm.  2019
23601;1/2 Unze Au Bullion Wr. Philharm.  2019
23602;1/4 Unze Au Bullion Wr. Philharm.  2019
23603;1/10 Unze Au Bullion Wr. Philharm.  2019
23604;1/25 Unze Au Bullion Wr. Philharm.  2019
23605;1 Unze Silber 2019
23606;1 Unze Platin 2019
23607;1/25 Unze Platin 2019
23608;"20 EUR ""Der Traum vom Fliegen"" Ag PP 19"
23609;"50 EUR ""Viktor Frankl""  Au proof 19"
23610;5 € Ostern, Frühlingserwachen 19 Cu
23611;5 € Ostern, Frühlingserwachen 19 Ag, HGH
23612;"3 EUR ""Schildkröte"" Buntm. 19"
23613;10 € Ritterlichkeit 2019, Kupfer, NP
23614;10 € Ritterlichkeit 2019, Ag, HGH
23615;10 € Ritterlichkeit 2019, Ag, PP
23616;"20 EUR ""50 J. Mondlandung"" Ag PP 19"
23617;25€ Künstl.Intelligenz'19, Silb-Niob HGH
23618;"3 EUR ""Fischotter"" Buntm. 19"
23619;10 € Abenteuer 2019, Kupfer, NP
23620;10 € Abenteuer 2019, Ag, HGH
23621;10 € Abenteuer 2019, Ag, PP
23622;"3 EUR ""Flusskrebs""  Buntm. 19"
23623;100€ Gold Mesopotamiens 2019 Au, PP.
23624;"20 EUR ""Die Ära des Motorflugs"" Ag PP 19"
23625;"3 € ""Spinosaurus""  Buntm. 19"
23626;5 € Neujahr, Musikverein 2020 Cu, NP
23627;5 € Neujahr, Musikverein 2020 Ag, HGH
23628;Euro-Münzensatz  HGH  2020
23629;Euro-Babysatz  HGH 2020
23630;Rohling Gr.1/156 D40,8 W360 zylind.
23631;IMM/R14/Ezhz.Karl 1587 Au585/415 D14
23632;IMM/R14/Matthias II 1616 Au585/415 D14
23633;IMM/R14/Duk. Ezhz Leopold Au585/415 D14
23634;Ronde Ag500 D32,65 13,50g GEW
23636;KALK KUROWSKI PSN PRÄGEAUFTRAG DM27
23637;KALK KUROWSKI PSN VERPACKUNGSAUFTRAG D27
23638;KALK KUROWSKI PSN RONDE(Zukauf) D27
23640;KALK KUROWSKI Gräbener DM27 gravieren
23641;Ring Ag999 D29,80/18,41 8,83g KP
23642;Ronde Ag999 D16,00 4,17g KP
23643;IMM/R14/Duk. Karl VI 1740 Au585/415 D14
23644;IMM/R14/Duk. Ferd. III Au585/415 D14
23645;IMM/R14/Franz I. Stephan Au585/415 D14
23646;IMM/R14/Duk. Ferd. I. Au585/415 D14
23647;IMM/R14/Duk.Erzh. Maximi Au585/415 D14
23648;IMM/R14/Goldguld.Sigismund Au585/415 D14
23649;IMM/R14/Duk Erzh.Ferd.Karl Au585/415 D14
23650;IMM/R14/Duk. Franz II. Au585/415 D14
23651;IMM/R14/Duk. Maximilian II.Au585/415 D14
23652;Karton WP-FK 230x200x145mm
23653;Kunststoffklischee 3€ Eule
23654;Keramikklischee 3€ Eule
23655;Kunststoffklischee 3€ Frosch
23656;Keramikklischee 3€ Frosch
23658;Webril-Cotton-Wipes
23659;Ring Ag999 D39,85/16,00 22,18g KP
23660;Ronde Au999,9 D15,90 7,76g KP
23661;Küchenrolle extra breit
23662;KALK Automatenjetons MS63 D21,45mm 3,6g
23663;Grafit Kokillen 1-Band 120x20
23665;KALK Ronde MS63 D21,25 3,60g Zukauf
23666;Ronde Au999,9 D16,0 7,76g ROH
23668;150 J Greiner Jubiläumsmed. Au999,9 D28
23670;KALK Punze 1PAAR XX STD gravieren
23673;KALK Gräbener Stempel einsenken
23674;Ronde Ag999 D16,10 4,17g ROH
23676;Karton f.20 Kartonetuis 50+100 €
23678;Ronde Au585/Ag415 D17,85 2,00g VERG GEW
23679;Coil Au585/Ag415 77x10mm
23682;Ronde Au585/Ag415 D17,85 2,00g GST
23683;Ronde Au585/Ag415 D18,00 2,00g ROH
23689;Wendeschneidplatte DNMG110408EMTT9225-IN
23690;Ronde Au999,9 FAIR D21,85 7,78g GBZ KP
23691;Prägest. 10€ San Marino Wappen Ag AV
23692;Prägest. 10€ S.Marino Patr.Cul.AgPP RV18
23693;Prägest. 5€ San Marino Wappen Ag AV
23694;Prägest. 5€ S.Marino Canaletto AgPP RV18
23695;Ronde Ag925 D31,65 18g Spaleck poliert
23696;Ronde Ag925 D31,85 18g Roh
23697;Medaille ÖBB AgNIOB hellrot D34 16,6g
23700;Ronde Br D50  (WK-Wien)
23701;Ronde Ag999 D36,85 62,20g KP
23702;Klebefolder  KLMS HGH  2019
23703;Infokarte zu EMS HGH 2019
23704;Schuber Euro-Babysatz 2019
23705;Infokarte zu Babysatz 2019
23706;Schuber Euro-Münzensatz PP 2019
23707;Zertifikat Euro-Münzensatz PP 2019
23708;Etikett  Euro-Münzensatz  PP 2019
23710;Ronde Au999,9 D49,82 62,21g GST GBZ
23715;Ronde Ag999 D36,95 62,20g ROH
23716;Ronde Au999,9 FAIR D22,05 7,78g ROH
23717;Prägering GEK D31,95  PS/S
23718;25 EUR Künstl.Intelligenz Ag Hgh geprägt
23719;25 EUR Künst.Intelligenz Ag Hgh EINGEDOS
23720;Prägest.25EUR Nb K. Intell. HGH VOR-AV19
23725;Schuber 25 EUR  Künstl. Intelligenz  19
23727;Ronde Pille GBZ,FORM,GSF 25 EUR NIOB 19
23728;Ronde Au999,9 D50,20 62,21g ROH
23729;Ronde Pille 25 EUR GEPRÄGT NIOB 2019
23730;Pille 25 EUR NIOB ZUKAUF roh Gramm 2019
23732;Ronde Ag925 D29,65 14,0g KP
23733;Ronde Br D50 51,00g S3,00 (WK-Burgenl.)
23734;Zertifikat 150J Greiner 59x59mm
23736;Etui 80x80 Kunstleder DM 33,21mm blau
23741;Lux. 5€ AgNb Ice-blBourglinster D34 16,6
23742;Ronde Au917/Ag40 D21,85 5,65g GST GGL
23745;Kalendermedaille 2019 Br. D40 22g
23746;Kalendermedaille 2019 Ag900 D40 26g
23747;Kalendermedaille 2019 Ag900 verg.D40 26g
23748;Kalendermedaille 2019 Au585/415 D40 28g
23750;Glücksjeton 2019 Br. D23 4g
23751;Glücksjeton 2019 Ag900 D23 5g
23752;Glücksjeton 2019 Ag900 verg. D23 5g
23753;Glücksjeton 2019 Au585/415 D23 4,5g
23780;Gavia/5Oz Au 500NZ$ 2018Frauenkirche D60
23781;"Prägest. 5 EUR ""Neujahrsmünze 2019"" RV19"
23782;"5 EUR ""Neujahrsmüne 2019"" Cu NP geprägt"
23783;"5 EUR ""Neujahrsmünze 19"" Ag HGH geprägt"
23784;"Klebefolder 5 EUR HGH ""Neujahrsmünze"" 19"
23785;"Banderole  5 EUR HGH ""Neujahrsmünze"" 19"
23786;Bestellkarte zu 21802 Lebensfreude 19
23787;Etikett auf Rolle 5 EUR Lebensfreude 19
23788;Prägest. 5€ Ag/Nb Lux. Fürst 2019
23789;Prägest. 5€ Ag/Nb Lux. Bourglinster
23793;KALK Ronde Au999,9 DM XX,XX YY,YYg ROH
23794;KALK Ronde Au999,9 DM XX,XX YY,YYg ???
23795;Ronde Au999,9 D27,70 11,50g KP
23796;Kunststoffklischee 20€ Stille Nacht
23797;Keramikklischee 20€ Stille Nacht
23798;Prägest. 5€ Ag/Nb Lux. Fürst 2018
23799;KALK Barren Au375 Ag95 Cu530 8g
23800;Ronde Au999,9 D21,70 7,95g SLG
23801;Lux.€2,5/20 Years BcL Au999 D16 1/10 Oz
23806;"3 EUR ""Schildkröte"" CuNi HGH geprägt"
23807;"3 EUR ""Fischotter"" CuNi HGH geprägt"
23808;"3 EUR ""Flusskrebs"" CuNi HGH geprägt"
23809;"Etikett auf Rolle 3 EUR ""Schildkröte"" 19"
23810;"Etikett auf Rolle 3 EUR ""Fischotter"" 19"
23811;"Etikett auf Rolle 3 EUR ""Flusskrebs"" 19"
23812;Kunststoffklischee 3€ Schildkröte
23813;Keramikklischee 3€ Schildkröte
23814;Kunststoffklischee 3€ Fischotter
23815;Keramikklischee 3€ Fischotter
23816;Kunststoffklischee 3€ Flusskrebs
23817;Keramikklischee 3€ Flusskrebs
23818;Prägest. (€2,5) Letzebuerg 2018
23819;Prägest. €2,5 Banque Centrale du Luxemb.
23821;Ronde Ag925 D33,85 16,0g KP
23822;Fan Coilfilter FPOL-R  790x195x6mm
23824;Fan Coilfilter FPOL-R  990x195x6mm
23825;1 Oz Ag Jubiläumsunze Leopold V. Tube 19
23826;Ronde Au999,9 D28,65 15,55g SLG
23827;Karton 190x90x42  3+10 € (10x10ST)
23828;Ronde Au999,9 D21,95 7,95g ROH
23829;Ronde Au999,9 D16,0 3,16g ROH
23830;Ronde Au999,9 D15,85 3,16g GST KP
23832;Ronde Ag999 D49,80 32,24g GST
23833;Ronde Ag999 D49,80 17,50g SLG
23834;Ronde Au999,9 D27,90 11,50g ROH
23835;Ronde Au999,9 D17,95 3,10g GST
23836;Ronde Au999,9 D21,95 7,78g GST
23837;Ronde Au999,9 D26,95 15,55g GST
23838;Ronde Au999,9 D31,95 31,10g GST
23840;Rücklauf Au375/Ag625
23841;Latvia/75€ 2018 BURBULS.Au999,9 D22 13g
23842;Gavia/5Oz Au Subtropical Zone D60
23843;Prägest. Latvia Burbulsakta D22mm AV
23844;Prägest. Latvia Burbulsakta D22mm RV
23845;Doserl ID29mm IH2,4 OT+UT+Ring für D22
23846;Ronde Au999,9 D21,95 13,0g ROH
23847;Ronde Au999,9 D21,95 13,0g KP
23848;ALT!Swarovski 2058 XILION Crystal 1,95mm
23849;Ronde Ag925 D34,10 16,0g ROH
23852;KALK Prägung HUAWEI     Z_U_K_U_N_F_T
23856;Ronde Au999,9 D28,85 15,55g ROH
23857;Ronde Ag999 D50,0 32,24g ROH
23858;Ronde Ag999 D49,80 17,50g ROH
23859;Ronde Au999,9 D18,20 3,10g ROH
23860;Ronde Au999,9 D22,20 7,78g ROH
23861;Ronde Au999,9 D32,20 31,10g ROH
23868;ICP Standard Calcium (Ca) 1000mg/I
23870;KALK Ronde DM80 5mm dick Ag999 264g UGST
23872;KALK Coil Ag999 100x20mm -1 gefräst
23873;Ronde Au999,9 D24,75 10g KP
23874;Bleche Au999,9 60x4mm
23875;Ronde Au999,9 D24,95 10g ROH
23876;"1 Unze Silber Weihnachtsedition ""E"" 2018"
23877;"Klebefolder Silber Unze Weihnacht""E""2018"
23878;Etui CERVO 80x80 blau Kunstleder
23879;TU Wien/Bronzemed. D40 22g Br ALD
23880;Etikett auf Rolle 1 Unze Silber  2019
23881;KALK Schmuck LIEBE Au750/250 D16 2,4g
23882;KALK Schmuck LIEBE Au750/250 D13 1,5g
23884;KALK Ronde Au750/250 D11,90 1,50g GGL
23885;KALK Ronde Au750/250 D15 2,40g GGL
23890;Ronde Au999,9 D22,0 7,79g ROH
23891;Ronde Au999,9 D26,95 15,51g ROH
23892;Ronde Au999,9 D31,90 31,11g ROH
23893;Huawei/Fisherman D80 Br gold plated lac
23895;Ronde Ring 25 €  Bimetall AG900 GEW
23897;Kunststoffklischee 20€ Mondlandung
23898;Schuler RS50 Gegenring   2€ mit Rille
23899;Schuler RS50 HM-Einsatz  2€ Griechenland
23901;Schuler RS50 Stellbacke  2€ Griechenland
23902;Schuler RS50 Rollierbacke2€ Griechenland
23903;Schuler RS50 Leisten     2€ Griechenland
23904;Pille Ag333 D21,85 4,3g VERG
23908;Ronde Au999,9 29,90x49,90mm 62,20g SLG
23909;Ronde Au999,9 D33,80 31,107g GST GBZ PP
23910;Ronde Au999,9 D28,15 10,30g SLG
23911;Ronde Ag925 D38,25 31,10g KP
23912;Ronde Au999,9 D28,25 10,30g ROH
23913;Ronde Ag925 D38,35 31,10g ROH
23914;AGB Beilage Paketversand A5 24 S. 2020
23915;Med. EV VS Kalksburg Ag999 D40 20g
23920;KALK Ronde DM80 Stanzen in MED von Blech
23921;Ronde Ag333 D19,85 3,6g GEW VERG
23922;Ronde Ag333 D21,80 4,3g GEW VERG
23923;KALK Ronde DM80 Stanzen MED von Blech 2
23924;ÖNB Ehrenplakette AGXXX 70 x 45 mm 132g
23926;Ronde Ag333 D22,10 4,30g ROH
23927;Ronde Ag333 D20,0 3,60g ROH
23928;KALK Prägung GAVIA     Z_U_K_U_N_F_T
23930;Set 4x 10€ NP Cu Engel - Himml. Boten
23931;Organza Beutel gold m.Zugband 8x12cm
23932;Etikett für 4x10 € NP Cu Engel-Serie
23938;Ronde Ag925 D29,80 10g GST GEW
23939;Ronde Au999,9 D26,60 15,80g KP
23942;Wendeschneidplatten DCMT11T304-PSSAH8005
23943;Wendeschneidplatten VBMT160404MTTT5080
23944;Wendeschneidplatten DNMG110408EMTT9225
23945;Wendeschneidplatten WNMG060408EMTT9225
23946;Wendeschneidplatten DCMT11T308FATT5080
23947;Rücklauf Au996,2
23948;Ronde Au999,9 24,89x41,29mm 62,20g ROH
23949;ALT!Swarovski 2058XILION LightSiam1,95mm
23950;Swarovski 2058 XILION Crystal 1,75mm
23951;Swarovski 2058 XILION Hyacinth 1,75mm
23952;Swarovski 2058 XILION Indian Siam 1,75mm
23956;Ronde Au999,9 D69,50 372,20g GEB
23959;Ronde Au900/Ag50/Cu D17,88 3,42g KP
23960;Anhänger SCHMETTERLING Ag925 D16 verpack
23961;Anhänger SCHMETTERLING Ag925 D16 vered.
23962;Prägung SCHMETTERLING Ag925 D16
23964;Etui D75 rotes Eidechspapier 200x200x20
23965;Sammelalbum für Ritter Kupfer
23970;Andexlinger/Jubiläumsmed. Ag999 D37 1 Oz
